quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2020Q2,S08000030,T202H,Urban,All Inpatients,Cardiology,125,142,97,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Cardiology,219,318,154,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Cardiology,173,296,126,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Cardiology,164,327,120,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Cardiology,245,394,176,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Cardiology,190,321,141,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,5,0,5,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,15,11,14,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,18,22,17,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,23,17,22,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,12,12,12,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,5,0,5,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Infectious Diseases,14,35,12,Tayside,74572,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Dermatology,0,0,0,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Dermatology,5,6,5,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Dermatology,5,6,5,Tayside,69217,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Gastroenterology,10,12,10,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Gastroenterology,0,0,0,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Gastroenterology,10,9,10,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Gastroenterology,5,10,5,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Gastroenterology,10,25,5,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Gastroenterology,0,5,0,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Gastroenterology,10,20,10,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,504,4977,325,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,390,2354,243,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,528,3256,360,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,510,3877,322,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,451,3491,312,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,432,3789,283,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Geriatric Medicine,385,3682,258,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Renal Medicine,0,5,0,Tayside,74973,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Renal Medicine,0,0,0,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Renal Medicine,0,0,0,Tayside,74572,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Neurology,0,0,0,Tayside,67418,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,31,872,30,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,30,650,30,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,40,591,39,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,44,629,38,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,45,460,35,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,30,609,32,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Palliative Medicine,50,547,44,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Rehabilitation Medicine,0,5,0,Tayside,74973,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Rehabilitation Medicine,5,14,5,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Rehabilitation Medicine,0,5,0,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Rehabilitation Medicine,0,11,0,Tayside,67418,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,5,15,5,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,20,58,11,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,5,16,5,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,14,30,12,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,80,265,71,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,50,307,42,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Respiratory Medicine,50,290,33,Tayside,74572,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Rheumatology,0,0,0,Tayside,66687,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,General Surgery,114,105,114,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,General Surgery,53,58,53,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,General Surgery,139,165,137,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,General Surgery,179,185,177,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,General Surgery,123,123,122,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,General Surgery,187,192,186,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,General Surgery,179,167,178,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Anaesthetics,25,67,17,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Anaesthetics,5,13,5,Tayside,51337,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Anaesthetics,0,0,0,Tayside,74572,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,"Ear, Nose & Throat (ENT)",0,6,0,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Neurosurgery,0,0,0,Tayside,74973,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,451,1753,404,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,217,823,183,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,197,531,179,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,222,711,204,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,48,93,43,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,171,579,159,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,73,315,69,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Plastic Surgery,0,0,0,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Plastic Surgery,5,5,5,Tayside,51337,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Plastic Surgery,0,0,0,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Plastic Surgery,0,0,0,Tayside,67418,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Urology,147,198,146,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Urology,89,88,89,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Urology,142,204,138,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Urology,215,300,213,Tayside,69217,416550
2021Q1,S08000030,T202H,Urban,All Inpatients,Urology,194,255,193,Tayside,67418,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Urology,176,219,173,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Urology,193,234,193,Tayside,74572,416550
2020Q1,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,5,15,0,Tayside,74973,416550
2020Q2,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,0,0,0,Tayside,51337,416550
2020Q3,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,5,10,5,Tayside,66687,416550
2020Q4,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,0,25,0,Tayside,69217,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,5,5,5,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Clinical Oncology,0,0,0,Tayside,74572,416550
2021Q2,S08000030,T202H,Urban,All Inpatients,Haematology,0,5,0,Tayside,68403,416550
2021Q3,S08000030,T202H,Urban,All Inpatients,Haematology,0,5,0,Tayside,74572,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,General Medicine,17,580,16,Tayside,74973,416550
2020Q2,S08000030,T312H,Urban,All Inpatients,General Medicine,0,0,0,Tayside,51337,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,General Medicine,5,85,5,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,General Medicine,5,140,5,Tayside,69217,416550
2021Q1,S08000030,T312H,Urban,All Inpatients,General Medicine,5,199,5,Tayside,67418,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,General Medicine,5,151,5,Tayside,68403,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,53,872,52,Tayside,74973,416550
2020Q2,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,38,544,36,Tayside,51337,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,42,675,41,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,26,488,23,Tayside,69217,416550
2021Q1,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,5,142,0,Tayside,67418,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,Geriatric Medicine,5,100,5,Tayside,68403,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,Renal Medicine,0,0,0,Tayside,68403,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Rehabilitation Medicine,5,137,5,Tayside,74973,416550
2020Q2,S08000030,T312H,Urban,All Inpatients,Rehabilitation Medicine,10,353,10,Tayside,51337,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Rehabilitation Medicine,10,428,10,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,Rehabilitation Medicine,5,412,5,Tayside,69217,416550
2021Q1,S08000030,T312H,Urban,All Inpatients,Rehabilitation Medicine,5,121,5,Tayside,67418,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Respiratory Medicine,0,13,0,Tayside,66687,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,General Surgery,32,32,32,Tayside,74973,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,General Surgery,18,12,18,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,General Surgery,10,7,10,Tayside,69217,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,General Surgery,10,6,10,Tayside,68403,416550
2021Q3,S08000030,T312H,Urban,All Inpatients,General Surgery,15,14,16,Tayside,74572,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Anaesthetics,0,0,0,Tayside,74973,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Anaesthetics,10,0,10,Tayside,66687,416550
2021Q1,S08000030,T312H,Urban,All Inpatients,Anaesthetics,5,0,5,Tayside,67418,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,Anaesthetics,13,0,13,Tayside,68403,416550
2021Q3,S08000030,T312H,Urban,All Inpatients,Anaesthetics,10,0,10,Tayside,74572,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,120,188,120,Tayside,74973,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,58,81,58,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,39,67,39,Tayside,69217,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,95,123,95,Tayside,68403,416550
2021Q3,S08000030,T312H,Urban,All Inpatients,Trauma and Orthopaedic Surgery,155,238,155,Tayside,74572,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,5,5,5,Tayside,74973,416550
2020Q3,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,10,5,10,Tayside,66687,416550
2020Q4,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,10,5,10,Tayside,69217,416550
2021Q1,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,5,0,5,Tayside,67418,416550
2021Q2,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,5,0,5,Tayside,68403,416550
2021Q3,S08000030,T312H,Urban,All Inpatients,Plastic Surgery,14,11,14,Tayside,74572,416550
2020Q1,S08000030,T312H,Urban,All Inpatients,Urology,20,13,20,Tayside,74973,416550
2020Q1,S08000028,S08000028,Rural,All Inpatients,General Medicine,642,3526,436,Western Isles,4454,26500
2020Q2,S08000028,S08000028,Rural,All Inpatients,General Medicine,476,1218,320,Western Isles,1901,26500
2020Q3,S08000028,S08000028,Rural,All Inpatients,General Medicine,521,1812,335,Western Isles,2665,26500
2020Q4,S08000028,S08000028,Rural,All Inpatients,General Medicine,591,1880,404,Western Isles,3440,26500
2021Q1,S08000028,S08000028,Rural,All Inpatients,General Medicine,497,2476,358,Western Isles,3863,26500
2021Q2,S08000028,S08000028,Rural,All Inpatients,General Medicine,512,2662,353,Western Isles,4156,26500
2021Q3,S08000028,S08000028,Rural,All Inpatients,General Medicine,594,2476,392,Western Isles,4071,26500
2020Q3,S08000028,S08000028,Rural,All Inpatients,Respiratory Medicine,0,0,0,Western Isles,2665,26500
2020Q4,S08000028,S08000028,Rural,All Inpatients,Respiratory Medicine,0,0,0,Western Isles,3440,26500
2020Q1,S08000028,S08000028,Rural,All Inpatients,General Surgery,189,640,151,Western Isles,4454,26500
2020Q2,S08000028,S08000028,Rural,All Inpatients,General Surgery,151,192,109,Western Isles,1901,26500
2020Q3,S08000028,S08000028,Rural,All Inpatients,General Surgery,181,302,145,Western Isles,2665,26500
2020Q4,S08000028,S08000028,Rural,All Inpatients,General Surgery,276,503,204,Western Isles,3440,26500
2021Q1,S08000028,S08000028,Rural,All Inpatients,General Surgery,148,450,121,Western Isles,3863,26500
2021Q2,S08000028,S08000028,Rural,All Inpatients,General Surgery,220,578,179,Western Isles,4156,26500
2021Q3,S08000028,S08000028,Rural,All Inpatients,General Surgery,250,542,185,Western Isles,4071,26500
2020Q1,S08000028,S08000028,Rural,All Inpatients,Ophthalmology,5,0,5,Western Isles,4454,26500
2020Q4,S08000028,S08000028,Rural,All Inpatients,Ophthalmology,5,0,0,Western Isles,3440,26500
2021Q3,S08000028,S08000028,Rural,All Inpatients,Ophthalmology,0,0,0,Western Isles,4071,26500
2020Q1,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,174,1132,143,Western Isles,4454,26500
2020Q2,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,80,479,68,Western Isles,1901,26500
2020Q3,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,105,597,92,Western Isles,2665,26500
2020Q4,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,159,725,131,Western Isles,3440,26500
2021Q1,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,90,739,77,Western Isles,3863,26500
2021Q2,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,148,976,130,Western Isles,4156,26500
2021Q3,S08000028,S08000028,Rural,All Inpatients,Trauma and Orthopaedic Surgery,157,806,130,Western Isles,4071,26500
2020Q1,S08000028,W107H,Rural,All Inpatients,General Medicine,642,3526,436,Western Isles,4454,26500
2020Q2,S08000028,W107H,Rural,All Inpatients,General Medicine,476,1218,320,Western Isles,1901,26500
2020Q3,S08000028,W107H,Rural,All Inpatients,General Medicine,521,1812,335,Western Isles,2665,26500
2020Q4,S08000028,W107H,Rural,All Inpatients,General Medicine,591,1880,404,Western Isles,3440,26500
2021Q1,S08000028,W107H,Rural,All Inpatients,General Medicine,495,2475,357,Western Isles,3863,26500
2021Q2,S08000028,W107H,Rural,All Inpatients,General Medicine,512,2662,353,Western Isles,4156,26500
2021Q3,S08000028,W107H,Rural,All Inpatients,General Medicine,594,2476,392,Western Isles,4071,26500
2020Q3,S08000028,W107H,Rural,All Inpatients,Respiratory Medicine,0,0,0,Western Isles,2665,26500
2020Q4,S08000028,W107H,Rural,All Inpatients,Respiratory Medicine,0,0,0,Western Isles,3440,26500
2020Q1,S08000028,W107H,Rural,All Inpatients,General Surgery,189,640,151,Western Isles,4454,26500
2020Q2,S08000028,W107H,Rural,All Inpatients,General Surgery,151,192,109,Western Isles,1901,26500
2020Q3,S08000028,W107H,Rural,All Inpatients,General Surgery,181,302,145,Western Isles,2665,26500
2020Q4,S08000028,W107H,Rural,All Inpatients,General Surgery,276,503,204,Western Isles,3440,26500
2021Q1,S08000028,W107H,Rural,All Inpatients,General Surgery,148,450,120,Western Isles,3863,26500
2021Q2,S08000028,W107H,Rural,All Inpatients,General Surgery,220,578,179,Western Isles,4156,26500
2021Q3,S08000028,W107H,Rural,All Inpatients,General Surgery,250,542,185,Western Isles,4071,26500
2020Q1,S08000028,W107H,Rural,All Inpatients,Ophthalmology,5,0,5,Western Isles,4454,26500
2020Q4,S08000028,W107H,Rural,All Inpatients,Ophthalmology,5,0,0,Western Isles,3440,26500
2021Q3,S08000028,W107H,Rural,All Inpatients,Ophthalmology,0,0,0,Western Isles,4071,26500
2020Q1,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,175,1125,143,Western Isles,4454,26500
2020Q2,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,80,479,68,Western Isles,1901,26500
2020Q3,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,105,597,92,Western Isles,2665,26500
2020Q4,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,159,725,131,Western Isles,3440,26500
2021Q1,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,90,739,77,Western Isles,3863,26500
2021Q2,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,148,976,130,Western Isles,4156,26500
2021Q3,S08000028,W107H,Rural,All Inpatients,Trauma and Orthopaedic Surgery,157,806,130,Western Isles,4071,26500
2020Q2,S08000015,S08000015,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,58335,367990
2020Q3,S08000015,S08000015,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,72179,367990
2020Q4,S08000015,S08000015,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q2,S08000015,S08000015,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,77846,367990
2021Q3,S08000015,S08000015,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,82594,367990
2020Q4,S08000015,S08000015,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q1,S08000015,S08000015,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,S08000015,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,77846,367990
2021Q3,S08000015,S08000015,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,82594,367990
2021Q1,S08000015,S08000015,Rural,Elective Inpatients,Respiratory Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,S08000015,Rural,Elective Inpatients,Respiratory Medicine,0,0,10,Ayrshire and Arran,77846,367990
2021Q3,S08000015,S08000015,Rural,Elective Inpatients,Anaesthetics,0,0,0,Ayrshire and Arran,82594,367990
2021Q1,S08000015,S08000015,Rural,Elective Inpatients,Plastic Surgery,0,0,0,Ayrshire and Arran,76215,367990
2020Q1,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,10,Ayrshire and Arran,79602,367990
2020Q2,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,58335,367990
2020Q3,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,72179,367990
2020Q4,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,10,Ayrshire and Arran,77380,367990
2021Q1,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,10,Ayrshire and Arran,76215,367990
2021Q2,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,22,Ayrshire and Arran,77846,367990
2021Q3,S08000015,S08000015,Rural,Elective Inpatients,Intensive Care Medicine,0,0,20,Ayrshire and Arran,82594,367990
2021Q2,S08000015,A210H,Rural,Elective Inpatients,Respiratory Medicine,0,0,0,Ayrshire and Arran,77846,367990
2021Q1,S08000015,A210H,Rural,Elective Inpatients,Plastic Surgery,0,0,0,Ayrshire and Arran,76215,367990
2020Q1,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,79602,367990
2020Q2,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,0,Ayrshire and Arran,58335,367990
2020Q3,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,72179,367990
2020Q4,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q1,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,16,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A210H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,16,Ayrshire and Arran,82594,367990
2021Q2,S08000015,A210H,Rural,Elective Inpatients,Haematology,0,0,0,Ayrshire and Arran,77846,367990
2020Q1,S08000015,A111H,Rural,Elective Inpatients,Cardiology,0,0,0,Ayrshire and Arran,79602,367990
2021Q2,S08000015,A111H,Rural,Elective Inpatients,Cardiology,0,0,0,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A111H,Rural,Elective Inpatients,Cardiology,0,0,0,Ayrshire and Arran,82594,367990
2020Q3,S08000015,A111H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Ayrshire and Arran,72179,367990
2020Q4,S08000015,A111H,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q2,S08000015,A111H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A111H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Ayrshire and Arran,82594,367990
2020Q4,S08000015,A111H,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q1,S08000015,A111H,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,A111H,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A111H,Rural,Elective Inpatients,Renal Medicine,0,0,5,Ayrshire and Arran,82594,367990
2021Q1,S08000015,A111H,Rural,Elective Inpatients,Respiratory Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,A111H,Rural,Elective Inpatients,Respiratory Medicine,0,0,10,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A111H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Ayrshire and Arran,82594,367990
2020Q1,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,79602,367990
2020Q2,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,58335,367990
2020Q3,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,0,Ayrshire and Arran,72179,367990
2020Q4,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,77380,367990
2021Q1,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,76215,367990
2021Q2,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,77846,367990
2021Q3,S08000015,A111H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,5,Ayrshire and Arran,82594,367990
2020Q3,S08000016,B120H,Rural,Elective Inpatients,General Medicine,0,0,0,Borders,13436,115240
2020Q4,S08000016,B120H,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,15500,115240
2021Q1,S08000016,B120H,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,17052,115240
2021Q2,S08000016,B120H,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,17745,115240
2021Q3,S08000016,B120H,Rural,Elective Inpatients,General Medicine,0,0,0,Borders,17316,115240
2020Q2,S08000016,B120H,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,10533,115240
2020Q3,S08000016,B120H,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,13436,115240
2021Q1,S08000016,B120H,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,17052,115240
2021Q2,S08000016,B120H,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,17745,115240
2020Q1,S08000016,B120H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,16272,115240
2021Q1,S08000016,B120H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,17052,115240
2021Q2,S08000016,B120H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,17745,115240
2020Q1,S08000016,B120H,Rural,Elective Inpatients,Medical Oncology,0,0,5,Borders,16272,115240
2020Q1,S08000016,B120H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Borders,16272,115240
2021Q1,S08000016,B120H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Borders,17052,115240
2020Q1,S08000016,B120H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Borders,16272,115240
2020Q4,S08000016,B120H,Rural,Elective Inpatients,Haematology,0,0,0,Borders,15500,115240
2020Q3,S08000016,S08000016,Rural,Elective Inpatients,General Medicine,0,0,0,Borders,13436,115240
2020Q4,S08000016,S08000016,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,15500,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,17052,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,General Medicine,0,0,5,Borders,17745,115240
2021Q3,S08000016,S08000016,Rural,Elective Inpatients,General Medicine,0,0,0,Borders,17316,115240
